date,asset_code,open,high,low,close,volume,turnover,GC001_avg,GC001_close
2017-11-29,511260.SH,97.834,98.001,97.1,97.454,8484743,14.3528,4.2918,4.175
2017-11-30,511260.SH,97.451,98,97.27,97.822,3817653,6.4353,4.0682,3.795
2017-12-01,511260.SH,97.825,98.19,97.77,97.996,4673363,7.995,3.5513,3.525
2017-12-04,511260.SH,97.999,98.088,97.901,97.993,2328245,3.9832,3.2756,3.25
2017-12-05,511260.SH,98,98.247,97.831,97.994,15232159,15.544,3.1224,3.075
2017-12-06,511260.SH,97.997,98.04,97.834,97.85,7215394,12.342,3.1226,3.065
2017-12-07,511260.SH,97.853,98.011,97.704,98.002,5924759,10.1358,3.0864,3.03
2017-12-08,511260.SH,97.866,98,97.802,97.802,2960412,5.0645,3.195,3.175
2017-12-11,511260.SH,97.805,98.048,97.614,97.805,4673920,7.9983,3.6708,3.645
2017-12-12,511260.SH,97.808,97.999,97.75,97.9,14070038,24.0939,3.8494,3.71
2017-12-13,511260.SH,97.897,97.949,97.806,97.949,16807958,28.7695,3.814,3.72
2017-12-14,511260.SH,97.946,98,97.903,97.903,11889223,20.3386,3.7501,3.685
2017-12-15,511260.SH,97.906,98.037,97.8,97.801,3205561,5.482,3.9519,4.035
2017-12-18,511260.SH,97.825,97.999,97.825,97.9,7385616,12.6471,4.3222,4.42
2017-12-19,511260.SH,97.903,97.984,97.813,97.85,15842941,27.1148,4.8056,4.745
2017-12-20,511260.SH,97.853,98.498,97.853,98.15,4605443,7.8659,4.4246,3.86
2017-12-21,511260.SH,98.147,98.46,97.962,98.148,5552224,9.4837,3.2427,2.59
2017-12-22,511260.SH,98.15,98.383,98.126,98.155,24304244,41.5105,3.3552,3.65
2017-12-25,511260.SH,98.164,98.228,98.011,98.16,5151857,8.793,4.4773,4.49
2017-12-26,511260.SH,98.163,98.394,98.001,98.25,2083893,3.5557,6.9613,8.36
2017-12-27,511260.SH,98.247,98.481,98.113,98.113,11091298,18.9505,13.2151,12.57
2017-12-28,511260.SH,98.116,98.25,97.05,97.05,2246414,3.8374,16.7901,17.695
2017-12-29,511260.SH,97.502,98.4,97.502,98.116,3590987,6.1358,14.8703,14.53
2018-01-02,511260.SH,98.119,98.2,98.002,98.2,10511179,17.9447,5.4448,6.01
2018-01-03,511260.SH,98.203,98.203,98.101,98.16,7405183,12.6471,4.3344,4.09
2018-01-04,511260.SH,98.11,98.161,98.081,98.161,13389083,22.8667,2.9716,2.525
2018-01-05,511260.SH,98.164,98.477,97.501,98.078,5528626,9.6266,2.6433,2.535
2018-01-08,511260.SH,98.075,98.342,97.851,97.986,3578728,6.2268,2.554,2.355
2018-01-09,511260.SH,97.98,98.294,97.855,98.124,7594558,13.4449,2.5421,2.39
2018-01-10,511260.SH,98.12,98.12,97.93,98.004,3538959,6.2637,2.5537,2.375
2018-01-11,511260.SH,98.001,98.001,97.621,97.742,3196335,5.6722,2.6748,2.375
2018-01-12,511260.SH,97.751,97.888,97.751,97.755,1272889,2.2983,2.947,2.925
2018-01-15,511260.SH,97.758,97.889,97.65,97.8,949686,1.714,3.2924,3.25
2018-01-16,511260.SH,97.803,97.859,97.731,97.859,9140864,17.1125,3.4456,3.465
2018-01-17,511260.SH,97.856,97.856,97.6,97.634,215799,0.4044,4.1018,4.03
2018-01-18,511260.SH,97.653,97.779,97.551,97.702,3246741,6.4337,4.0759,3.995
2018-01-19,511260.SH,97.641,97.997,97.641,97.997,1233207,2.4395,3.902,3.85
2018-01-22,511260.SH,97.987,98.499,97.714,98.456,1353979,2.6718,3.7395,3.68
2018-01-23,511260.SH,98.2,98.399,98.2,98.25,8453955,16.6602,3.5376,3.48
2018-01-24,511260.SH,98.244,98.396,98.061,98.25,29605605,58.3408,3.272,3.215
2018-01-25,511260.SH,98.242,98.39,97.502,97.816,6170791,12.1665,3.0527,2.96
2018-01-26,511260.SH,98.001,98.456,98.001,98.027,11885411,23.4192,2.9102,2.895
2018-01-29,511260.SH,98.036,98.279,98,98.01,10410758,20.5653,3.0479,2.905
2018-01-30,511260.SH,98.013,98.339,97.852,97.861,9503686,19.151,3.0751,3
2018-01-31,511260.SH,97.864,98.054,97.763,98.053,2400002,4.8332,3.0511,2.975
2018-02-01,511260.SH,98.056,98.171,97.851,97.966,9699858,19.5084,2.8459,2.785
2018-02-02,511260.SH,97.978,98.168,97.931,98.168,1363638,2.5946,2.9229,2.99
2018-02-05,511260.SH,98.165,98.299,98.1,98.17,4692586,9.0788,2.9421,2.91
2018-02-06,511260.SH,98.173,98.2,97.951,98.001,1144684,2.2184,2.8889,2.74
2018-02-07,511260.SH,98.103,98.249,98.1,98.201,3348293,6.6021,3.2674,3.18
2018-02-08,511260.SH,98.2,98.896,98.2,98.342,1378537,2.768,3.1625,2.955
2018-02-09,511260.SH,98.28,98.488,98.28,98.4,1685578,3.4502,3.4687,3.31
2018-02-12,511260.SH,98.399,98.947,98.251,98.251,1133661,2.2725,3.7876,3.37
2018-02-13,511260.SH,98.421,98.58,98.263,98.282,69941,0.1402,3.1829,2.29
2018-02-14,511260.SH,98.285,98.9,98.285,98.891,1457562,2.9102,3.2694,2.77
2018-02-22,511260.SH,98.844,98.879,98.6,98.6,276819,0.5528,3.7515,3.91
2018-02-23,511260.SH,98.371,98.959,98.371,98.6,2800279,5.6071,3.8761,3.82
2018-02-26,511260.SH,98.98,100.56,98.98,99.345,7195701,13.0117,3.5265,3.375
2018-02-27,511260.SH,99.348,100.3,99.348,99.5,4230761,7.2464,3.4777,3.42
2018-02-28,511260.SH,99.4,99.499,99.4,99.467,9887048,16.948,3.3602,3.21
2018-03-01,511260.SH,99.401,99.401,99.111,99.392,1421279,2.4382,3.156,3.065
2018-03-02,511260.SH,99.06,99.392,99.06,99.292,2806185,4.8184,3.1836,3.155
2018-03-05,511260.SH,99.08,99.301,99.06,99.201,268997,0.4621,3.1852,3.16
2018-03-06,511260.SH,99.011,99.255,99.011,99.255,2253042,3.8704,3.1102,3.085
2018-03-07,511260.SH,99.26,99.26,99.032,99.2,20617365,35.4373,2.9644,2.885
2018-03-08,511260.SH,99,99.124,99,99.072,4508923,8.1779,2.8901,2.84
2018-03-09,511260.SH,99.072,99.194,99.005,99.08,2536256,4.7717,3.0201,3.085
2018-03-12,511260.SH,99.08,99.2,99.029,99.092,1981750,3.7279,3.2118,3.205
2018-03-13,511260.SH,99.089,99.17,99.004,99.05,535976,1.0275,3.2305,3.09
2018-03-14,511260.SH,99,99.065,98.952,98.978,1396544,2.7299,3.1921,3.165
2018-03-15,511260.SH,98.988,99.03,98.988,99.019,516823,1.0106,3.2402,3.28
2018-03-16,511260.SH,99.022,99.091,98.995,99.03,1417712,2.8253,3.3638,3.43
2018-03-19,511260.SH,99.03,99.25,99.03,99.17,465754,0.9279,3.5875,3.635
2018-03-20,511260.SH,99.075,99.2,99.075,99.2,645280,1.2853,3.6758,3.495
2018-03-21,511260.SH,99.203,99.36,99.12,99.184,619362,1.2568,3.5661,3.325
2018-03-22,511260.SH,99.185,100.202,99.185,99.39,487314,0.9869,3.1187,2.865
2018-03-23,511260.SH,99.61,100,99.5,99.99,1897222,3.7572,3.3817,3.38
2018-03-26,511260.SH,99.99,100.296,99.55,99.7,439944,0.8687,4.3399,4.695
2018-03-27,511260.SH,99.47,99.99,99.47,99.56,279242,0.5528,5.1237,4.38
2018-03-28,511260.SH,99.563,99.76,99.563,99.668,171433,0.3396,5.2129,5.25
2018-03-29,511260.SH,99.671,99.991,99.282,99.331,3521226,6.7047,10.2227,12.285
2018-03-30,511260.SH,99.334,100.094,99.334,99.565,2424123,2.425,11.8385,11.62
2018-04-02,511260.SH,99.568,99.79,99.334,99.769,2862732,5.4511,4.1504,4.18
2018-04-03,511260.SH,99.772,100.16,99.621,99.78,2354551,4.5692,3.2094,2.895
2018-04-04,511260.SH,99.783,99.88,99.518,99.879,2606451,5.0532,2.8574,2.745
2018-04-09,511260.SH,99.703,100.226,99.703,100.226,1396658,2.7047,2.7932,2.745
2018-04-10,511260.SH,100.101,100.151,100.101,100.151,1338987,2.6397,2.755,2.7
2018-04-11,511260.SH,100.082,100.251,100.082,100.251,922534,1.7832,2.7079,2.61
2018-04-12,511260.SH,100.254,100.3,100.248,100.296,758134,1.4637,2.5914,2.42
2018-04-13,511260.SH,100.288,100.29,100.286,100.29,332959,0.6428,2.6117,2.515
2018-04-16,511260.SH,100.223,100.4,100.222,100.4,76247,0.1471,2.8441,2.755
2018-04-17,511260.SH,100.4,100.699,100.131,100.699,782399,1.5063,3.2743,3.1
2018-04-18,511260.SH,100.702,101.2,100.596,101.001,1009891,1.938,3.7663,3.995
2018-04-19,511260.SH,101.331,102.35,101.33,101.6,562979,1.0918,5.3379,5.06
2018-04-20,511260.SH,101.597,101.8,101.597,101.621,178921,0.3475,6.3324,7.055
2018-04-23,511260.SH,101.031,101.7,101.031,101.6,306010,0.5943,8.5251,8.87
2018-04-24,511260.SH,101.5,101.7,101.5,101.7,710645,1.3801,9.2864,8.93
2018-04-25,511260.SH,101.601,101.601,101.6,101.6,151384,0.2942,8.3045,8.795
2018-04-26,511260.SH,101.6,101.6,101.6,101.6,24384,0.0474,7.8928,7.825
2018-04-27,511260.SH,101.6,101.8,101.6,101.6,52852,0.1027,7.8519,7.18
2018-05-02,511260.SH,101.089,101.091,101.088,101.091,30327,0.0592,4.4139,4.405
2018-05-03,511260.SH,101.094,101.11,101,101.11,161763,0.3159,3.4155,3.325
2018-05-04,511260.SH,101.186,101.186,101.186,101.186,30356,0.0592,3.0698,3.04
2018-05-07,511260.SH,101.189,101.203,101.189,101.203,71853,0.1402,2.8874,2.77
2018-05-08,511260.SH,101.206,101.206,101.011,101.011,243580,0.4758,2.6801,2.475
2018-05-09,511260.SH,101.008,101.008,100.7,100.77,1321291,2.5903,2.5326,2.38
2018-05-10,511260.SH,100.61,100.61,100.6,100.6,1310821,2.5726,2.4599,2.34
2018-05-11,511260.SH,100.7,100.7,100.7,100.7,2107651,4.1323,2.5348,2.54
2018-05-14,511260.SH,101.7,101.7,100.206,100.206,620772,1.183,2.9699,2.795
2018-05-15,511260.SH,100.209,101.2,100.209,100.401,690987,1.3243,3.2252,2.85
2018-05-16,511260.SH,100.4,100.5,100.4,100.5,185744,0.3582,3.1407,2.895
2018-05-17,511260.SH,100.4,100.6,100.4,100.6,1217240,2.3427,2.7523,2.71
2018-05-18,511260.SH,100.627,100.7,100.405,100.6,1047656,2.0155,2.9858,3.09
2018-05-21,511260.SH,100.603,101.7,100.603,100.7,1024800,1.969,3.1101,3.13
2018-05-22,511260.SH,100.7,100.9,100.7,100.9,1270941,2.4395,3.069,2.99
2018-05-23,511260.SH,100.9,100.9,100.9,100.9,221980,0.4259,2.9224,2.795
2018-05-24,511260.SH,101.1,101.156,101.1,101.143,792769,1.5179,2.8198,2.73
2018-05-25,511260.SH,100.9,101.2,100.9,101.081,535393,1.0261,3.1974,3.255
2018-05-28,511260.SH,101.084,102.576,101.084,101.559,1788317,3.4095,3.6016,3.46
2018-05-29,511260.SH,101.694,101.697,101.598,101.634,1930687,3.6786,4.5867,4.11
2018-05-30,511260.SH,101.65,110.901,101.65,101.8,2112286,4.0155,6.7804,6.905
2018-05-31,511260.SH,101.803,102,101.6,101.791,3898691,7.1426,5.5589,5.25
2018-06-01,511260.SH,101.794,101.794,101.6,101.704,813612,1.4911,4.3028,4.75
2018-06-04,511260.SH,101.542,101.642,101.542,101.642,326180,0.5983,3.8106,3.905
2018-06-05,511260.SH,101.342,101.424,101.342,101.424,76015,0.1398,3.609,3.5
2018-06-06,511260.SH,101.267,101.467,101.267,101.466,202694,0.3728,3.3524,3.26
2018-06-07,511260.SH,101.4,101.425,101.267,101.267,31435,0.0578,2.9751,2.765
2018-06-08,511260.SH,101.264,101.264,100.59,101.109,570506,1.0513,3.0198,3.06
2018-06-11,511260.SH,100.9,101.478,100.9,101.362,472163,0.8686,3.0936,3.1
2018-06-12,511260.SH,101.359,101.386,100.452,101.344,2059236,3.7875,3.2834,3.075
2018-06-13,511260.SH,101.173,101.174,101.101,101.101,445040,0.8201,3.1451,2.88
2018-06-14,511260.SH,101.098,101.17,100.35,101.161,313498,0.5778,3.001,2.9
2018-06-15,511260.SH,101.164,101.361,101.164,101.261,364640,0.671,3.5312,3.605
2018-06-19,511260.SH,101.261,101.7,101.101,101.103,771592,1.4166,3.9356,4.08
2018-06-20,511260.SH,101.106,101.499,101.106,101.3,325562,0.5983,4.0715,3.64
2018-06-21,511260.SH,101.3,101.7,101.3,101.6,907948,1.698,3.2824,2.69
2018-06-22,511260.SH,101.301,101.9,101.301,101.788,702417,1.3105,3.0723,2.81
2018-06-25,511260.SH,101.785,102.198,101.301,102,754584,1.4055,3.0378,2.84
2018-06-26,511260.SH,101.9,101.9,101.9,101.9,152850,0.2849,3.2662,3.175
2018-06-27,511260.SH,101.9,102,101.601,101.601,264862,0.4938,4.9942,5.035
2018-06-28,511260.SH,101.604,102.199,101.604,101.9,275376,0.5128,9.8021,9.495
2018-06-29,511260.SH,101.903,102.2,101.459,102.2,3468020,6.7167,7.4652,7.36
2018-07-02,511260.SH,102.203,102.7,102.203,102.396,1726130,3.3248,3.6559,3.77
2018-07-03,511260.SH,102.399,102.8,102.399,102.796,989376,1.9033,2.8926,2.72
2018-07-04,511260.SH,102.793,102.793,102.5,102.5,112859,0.2172,2.4808,2.285
2018-07-05,511260.SH,102.5,102.502,102.5,102.5,153751,0.2962,2.1817,2.08
2018-07-06,511260.SH,102.497,102.5,102.497,102.5,194750,0.3751,2.3245,2.37
2018-07-09,511260.SH,102.3,102.3,102.21,102.3,1074141,2.0731,2.1957,2.045
2018-07-10,511260.SH,102.16,102.4,102.1,102.374,542255,1.0464,2.0744,1.925
2018-07-11,511260.SH,102.3,102.3,102.14,102.157,93037,0.1797,2.0776,2.035
2018-07-12,511260.SH,102.166,102.507,102.166,102.4,471221,0.9082,2.3193,2.39
2018-07-13,511260.SH,102.397,102.41,102.286,102.401,246774,0.4758,2.4388,2.365
2018-07-16,511260.SH,102.413,102.799,102.413,102.74,349354,0.6713,2.4325,2.34
2018-07-17,511260.SH,102.79,102.889,102.79,102.88,61703,0.1185,2.4829,2.43
2018-07-18,511260.SH,103.015,103.015,102.727,102.728,381481,0.7325,2.4804,2.455
2018-07-19,511260.SH,102.725,102.999,102.671,102.999,113128,0.2172,2.4974,2.49
2018-07-20,511260.SH,103.187,103.2,103.1,103.1,350754,0.6713,2.589,2.625
2018-07-23,511260.SH,103.002,103.002,102.6,102.8,545080,1.0464,2.6596,2.655
2018-07-24,511260.SH,102.601,102.799,102.601,102.614,62607,0.1204,2.7501,2.625
2018-07-25,511260.SH,102.611,102.611,102.401,102.5,144501,0.2784,2.6292,2.59
2018-07-26,511260.SH,102.4,102.589,102.4,102.589,123002,0.2369,2.6301,2.61
2018-07-27,511260.SH,102.901,102.901,102.5,102.649,216616,0.4166,2.7412,2.775
2018-07-30,511260.SH,102.652,102.652,102.599,102.6,154956,0.2981,3.0231,2.925
2018-07-31,511260.SH,102.488,102.7,102.488,102.699,52359,0.1007,2.7583,2.575
2018-08-01,511260.SH,102.79,102.85,102.698,102.698,164443,0.3159,2.5384,2.525
2018-08-02,511260.SH,102.708,104.213,102.708,103.2,558114,1.0681,2.483,2.48
2018-08-03,511260.SH,102.845,103.3,102.845,103.3,42252,0.0809,2.483,2.475
2018-08-06,511260.SH,103.303,103.689,103.111,103.689,320288,0.612,2.3922,2.335
2018-08-07,511260.SH,103.201,103.799,103.201,103.26,72317,0.1382,2.241,2.125
2018-08-08,511260.SH,102.812,103.256,102.812,102.839,247209,0.4738,2.0453,1.92
2018-08-09,511260.SH,102.839,103.16,102.7,102.851,83368,0.1599,2.0229,1.995
2018-08-10,511260.SH,102.631,102.933,102.631,102.905,71990,0.1382,2.1792,2.105
2018-08-13,511260.SH,102.894,102.894,102.341,102.341,338459,0.6515,2.226,2.18
2018-08-14,511260.SH,102.67,102.67,102.541,102.541,51309,0.0987,2.2366,2.115
2018-08-15,511260.SH,102.7,102.887,102.7,102.885,186036,0.3574,2.2983,2.285
2018-08-16,511260.SH,102.408,103.08,102.309,102.605,82202,0.1579,2.335,2.31
2018-08-17,511260.SH,102.605,102.605,102.605,102.605,,,2.7037,2.79
2018-08-20,511260.SH,101.751,101.752,101.751,101.751,51893,0.1007,2.8341,2.765
2018-08-21,511260.SH,102.405,102.405,101.751,101.951,71482,0.1382,2.6005,2.415
2018-08-22,511260.SH,101.752,101.93,101.716,101.74,3216341,6.2409,2.4144,2.3
2018-08-23,511260.SH,102,102.2,101.999,102.2,2488820,4.8174,2.4359,2.43
2018-08-24,511260.SH,102.201,102.6,102,102.005,2554092,4.9398,2.5035,2.495
2018-08-27,511260.SH,102.5,102.5,102.222,102.227,1681679,3.1849,2.5267,2.5
2018-08-28,511260.SH,103.233,103.233,102,102.218,4183366,7.9167,2.5411,2.53
2018-08-29,511260.SH,102.5,103.25,102.296,102.333,14377897,21.7293,2.5102,2.475
2018-08-30,511260.SH,102.48,102.496,102.3,102.496,10607510,13.8794,2.5288,2.51
2018-08-31,511260.SH,101.464,102.596,101.464,102.577,3611539,4.7167,2.7374,2.865
2018-09-03,511260.SH,102.575,102.76,102.268,102.39,3457077,4.5278,2.5749,2.58
2018-09-04,511260.SH,102.1,102.4,101.93,102.381,8168610,10.2795,2.4631,2.41
2018-09-05,511260.SH,102.201,102.6,102.165,102.3,2864636,3.6059,2.4767,2.475
2018-09-06,511260.SH,101.398,102.193,101.398,102.188,2667111,3.4077,2.4449,2.415
2018-09-07,511260.SH,102.05,102.177,102.049,102.157,2250008,2.8741,2.7203,2.755
2018-09-10,511260.SH,102.104,102.18,102.1,102.11,2093260,2.6745,2.6994,2.67
2018-09-11,511260.SH,101.911,102.05,101.441,101.887,8994639,11.5329,2.7518,2.665
2018-09-12,511260.SH,101.75,101.87,101.599,101.771,1707301,2.2208,2.507,2.37
2018-09-13,511260.SH,101.771,102.178,101.733,101.751,4071184,5.2743,2.3592,2.275
2018-09-14,511260.SH,101.781,102.035,101.781,101.98,2795508,3.6219,2.4637,2.43
2018-09-17,511260.SH,102.11,102.2,101.919,102.101,2540500,3.3356,2.4224,2.38
2018-09-18,511260.SH,102.101,102.252,102.101,102.184,2139834,2.8038,2.9761,3.115
2018-09-19,511260.SH,102.436,102.436,102.168,102.168,5365717,6.9399,3.2024,3.055
2018-09-20,511260.SH,102.43,102.43,101.899,101.97,39425065,51.1038,2.7637,2.555
2018-09-21,511260.SH,101.889,101.9,101.808,101.819,3828245,5.0368,3.066,3.18
2018-09-25,511260.SH,102.34,102.34,101.851,101.99,5243696,6.7958,3.26,3.285
2018-09-26,511260.SH,102.4,102.4,101.91,102.03,7561420,9.7964,3.7855,3.565
2018-09-27,511260.SH,102.033,102.146,102.033,102.14,6403192,8.2868,4.0151,3.73
2018-09-28,511260.SH,102.299,102.373,102.239,102.373,6497411,8.3926,4.4208,4.89
2018-10-08,511260.SH,102.1,102.413,102.1,102.407,2714704,3.5043,3.4575,3.76
2018-10-09,511260.SH,102.108,102.533,102.108,102.532,5679993,7.3232,2.9225,2.805
2018-10-10,511260.SH,102.54,102.546,102.458,102.47,5517849,7.113,2.4982,2.315
2018-10-11,511260.SH,102.5,102.639,102.5,102.639,5370948,6.9227,2.4222,2.37
2018-10-12,511260.SH,102.82,102.824,102.685,102.814,8420699,10.8262,2.4934,2.475
2018-10-15,511260.SH,102.806,102.809,102.806,102.806,12820149,16.4838,2.5113,2.525
2018-10-16,511260.SH,102.837,102.84,102.836,102.84,11025255,14.1718,2.5515,2.575
2018-10-17,511260.SH,102.915,102.917,102.9,102.916,6875831,8.8315,2.5013,2.425
2018-10-18,511260.SH,102.891,102.986,102.89,102.893,15866219,20.3833,2.3874,2.275
2018-10-19,511260.SH,102.98,103.36,102.779,103.068,11317075,14.5142,2.6253,2.605
2018-10-22,511260.SH,102.95,102.953,102.95,102.95,15864882,20.1044,2.7125,2.49
2018-10-23,511260.SH,102.799,102.914,102.797,102.897,4123178,5.2316,2.5613,2.49
2018-10-24,511260.SH,103.65,103.65,102.603,102.99,12603620,15.9635,2.5111,2.485
2018-10-25,511260.SH,103.17,103.18,103.169,103.169,9492357,12.0026,2.4439,2.4
2018-10-26,511260.SH,102.901,103.183,102.9,103.183,10761836,13.6073,2.4937,2.475
2018-10-29,511260.SH,102.878,103.195,102.878,103.195,11660891,14.7423,2.5113,2.46
2018-10-30,511260.SH,103.91,103.91,103.35,103.431,10012128,12.6288,2.6756,2.65
2018-10-31,511260.SH,103.4,103.402,103.4,103.402,11022544,13.9074,3.3153,2.71
2018-11-01,511260.SH,103.471,103.7,103.47,103.471,7584563,9.5629,2.5831,2.53
2018-11-02,511260.SH,103.47,103.47,103.42,103.42,10584219,13.3464,2.7833,2.82
2018-11-05,511260.SH,102.7,103.568,102.7,103.293,6877754,8.6888,2.5895,2.475
2018-11-06,511260.SH,102.718,103.865,102.718,103.461,10009731,12.6288,2.5043,2.5
2018-11-07,511260.SH,103.491,103.583,103.491,103.583,10243167,12.9028,2.4726,2.455
2018-11-08,511260.SH,103.815,103.901,103.815,103.9,10537534,13.242,2.4335,2.395
2018-11-09,511260.SH,103.8,103.83,103.8,103.83,10239036,12.8663,2.4493,2.42
2018-11-12,511260.SH,104.18,104.18,103.871,103.871,11602458,14.5727,2.5865,2.59
2018-11-13,511260.SH,103.813,103.888,103.811,103.875,8348029,10.4892,2.6911,2.675
2018-11-14,511260.SH,103.981,104.249,103.98,104.203,111112177,137.3986,2.6745,2.675
2018-11-15,511260.SH,104.345,104.518,104.02,104.511,170648142,210.6632,2.6356,2.635
2018-11-16,511260.SH,104.56,104.782,104.56,104.708,192267982,230.7972,2.7497,2.78
2018-11-19,511260.SH,104.918,105.218,104.833,104.843,43692120,50.9982,2.8153,2.855
2018-11-20,511260.SH,104.645,104.8,104.645,104.736,201440000,235.4746,3.0414,2.975
2018-11-21,511260.SH,104.9,104.9,104.697,104.743,169584091,193.5087,2.8849,2.81
2018-11-22,511260.SH,105.808,105.808,104.674,104.674,194482851,131.946,2.6962,2.64
2018-11-23,511260.SH,104.77,104.771,104.502,104.684,170825580,90.8823,2.735,2.785
2018-11-26,511260.SH,104.598,104.646,104.482,104.498,123117923,63.7747,2.8804,2.89
2018-11-27,511260.SH,104.298,104.507,104.298,104.507,166696417,86.423,2.8622,2.79
2018-11-28,511260.SH,104.52,104.563,104.52,104.545,113758979,58.9223,2.9829,3.025
2018-11-29,511260.SH,104.61,104.996,104.61,104.752,108799327,56.5913,3.409,3.445
2018-11-30,511260.SH,104.705,104.752,101.645,104.587,132648359,69.7502,3.8995,3.865
2018-12-03,511260.SH,104.587,104.741,104.4,104.737,131708421,69.2375,2.9993,2.925
2018-12-04,511260.SH,104.778,104.976,104.778,104.966,99435286,52.7581,2.6581,2.55
2018-12-05,511260.SH,105.199,105.72,105.004,105.223,151303298,79.8942,2.4759,2.355
2018-12-06,511260.SH,105.228,105.48,105.202,105.339,154959798,81.478,2.4243,2.365
2018-12-07,511260.SH,105.255,105.409,105.255,105.38,79375112,41.2428,2.6308,2.625
2018-12-10,511260.SH,105.38,105.82,105.35,105.499,153043524,79.3868,2.6248,2.595
2018-12-11,511260.SH,105.548,105.658,105.548,105.654,39179384,20.0921,2.6904,2.665
2018-12-12,511260.SH,105.654,105.696,105.504,105.685,14941560,7.2643,2.7278,2.655
2018-12-13,511260.SH,105.413,105.555,105.25,105.335,9905651,4.7082,2.8622,2.92
2018-12-14,511260.SH,105.02,105.3,104.729,104.982,20760416,9.1676,3.389,3.48
2018-12-17,511260.SH,105.102,105.102,104.9,104.91,132289429,58.4512,3.5827,3.56
2018-12-18,511260.SH,104.66,104.91,104.6,104.746,28199719,14.0569,3.7938,3.63
2018-12-19,511260.SH,104.777,104.885,104.77,104.885,67765520,33.7229,3.715,3.645
2018-12-20,511260.SH,105.25,105.25,105.03,105.195,127489204,62.5877,3.4701,3.45
2018-12-21,511260.SH,105.198,105.56,105.195,105.422,164035611,72.7919,3.7843,3.795
2018-12-24,511260.SH,105.316,105.415,105.209,105.25,89737140,39.9064,3.92,3.475
2018-12-25,511260.SH,105.25,105.4,105.15,105.306,124420020,50.3601,3.9155,3.84
2018-12-26,511260.SH,105.438,105.536,105.349,105.536,47283939,14.9277,5.0226,5.505
2018-12-27,511260.SH,105.536,105.68,105.406,105.658,181329284,31.8077,8.7022,7.785
2018-12-28,511260.SH,105.711,106.3,105.711,106.134,474038582,42.4913,5.337,4.47
2019-01-02,511260.SH,105.9,106.193,105.688,106.08,366828631,90.5647,6.0503,7.695
2019-01-03,511260.SH,106.08,106.257,106.08,106.257,35960846,9.441,3.1747,2.505
2019-01-04,511260.SH,106.28,106.44,106,106.119,22445327,5.779,2.861,2.87
2019-01-07,511260.SH,106.09,106.116,105.91,106.007,6807891,1.7558,2.4289,2.215
2019-01-08,511260.SH,106.04,106.123,106,106.092,14285252,3.3539,2.18,2.04
2019-01-09,511260.SH,106.121,106.182,106.075,106.172,9919823,2.3279,2.3808,2.37
2019-01-10,511260.SH,106.185,106.285,106.182,106.191,6321295,1.4814,2.3127,2.205
2019-01-11,511260.SH,106.191,106.201,106.141,106.184,11627258,2.7331,2.4331,2.41
2019-01-14,511260.SH,106.213,106.226,106.1,106.144,12723842,3.0459,2.4452,2.35
2019-01-15,511260.SH,106.104,106.155,106.059,106.1,7438166,1.7808,2.5078,2.365
2019-01-16,511260.SH,106.108,106.594,106.108,106.352,17730804,4.3502,2.4877,2.39
2019-01-17,511260.SH,106.58,106.58,106.48,106.539,13732463,3.4042,2.4857,2.5
2019-01-18,511260.SH,106.5,106.512,106.43,106.44,12094432,3.0001,2.6335,2.7
2019-01-21,511260.SH,106.4,106.411,106.195,106.3,10320979,2.5644,2.7324,2.73
2019-01-22,511260.SH,106.19,106.34,106.19,106.319,21922145,5.6393,2.7379,2.74
2019-01-23,511260.SH,106.28,106.3,106.198,106.221,3548688,0.9134,2.7844,2.775
2019-01-24,511260.SH,106.201,106.279,106.167,106.263,3909747,1.012,2.7721,2.625
2019-01-25,511260.SH,106.263,106.263,106.083,106.113,10718552,2.8005,2.8355,2.695
2019-01-28,511260.SH,106.064,106.12,106.01,106.109,17797694,4.7454,2.8343,2.7
2019-01-29,511260.SH,106.063,106.184,106.063,106.181,13089414,3.5569,2.8407,2.805
2019-01-30,511260.SH,106.25,106.289,106.25,106.269,4367550,1.2209,2.9595,2.93
2019-01-31,511260.SH,106.3,106.415,106.3,106.351,6285339,1.766,3.2121,2.735
2019-02-01,511260.SH,106.451,106.554,106.419,106.456,5684737,1.5909,3.1739,2.665
2019-02-11,511260.SH,106.456,106.641,106.4,106.641,12839364,3.6116,2.9206,2.86
2019-02-12,511260.SH,106.645,106.79,106.645,106.72,6906235,1.9392,2.7407,2.755
2019-02-13,511260.SH,106.721,106.815,106.721,106.779,28169652,7.4594,2.6165,2.59
2019-02-14,511260.SH,106.78,106.818,106.075,106.651,13471701,3.6122,2.4149,2.34
2019-02-15,511260.SH,106.67,106.9,106.67,106.779,35999357,9.8152,2.4269,2.415
2019-02-18,511260.SH,106.748,106.748,106.675,106.676,80999996,20.88,2.4958,2.415
2019-02-19,511260.SH,106.6,106.61,106.42,106.587,110085784,28.2593,2.3518,2.135
2019-02-20,511260.SH,106.585,106.585,106.428,106.475,62745245,15.1993,2.2917,2.145
2019-02-21,511260.SH,106.47,106.472,106.354,106.401,46412275,11.2183,2.3008,2.205
2019-02-22,511260.SH,106.39,106.39,106.159,106.234,17038914,4.1034,2.6658,2.6
2019-02-25,511260.SH,106.2,106.261,106,106.114,45711075,11.1167,3.1413,3.285
2019-02-26,511260.SH,106.015,106.015,105.68,105.8,26746825,6.5526,4.7901,4.815
